"citric_acid" "chlorides" "total_sulfur_dioxide" "alcohol" "quality"
"1" 0.384615384615385 -2.61729583783375 4.24849524204936 0.360238808042573 6
"2" 0.0641025641025641 -2.59026716544583 2.94443897916644 0.374168494948524 4
"3" 0.58974358974359 -2.60369018577797 3.78418963391826 0.569184111631833 7
"4" 0.0384615384615385 -2.56394985712845 3.3322045101752 0.429887242572327 5
"5" 0.307692307692308 -2.70306265959117 3.87120101090789 0.429887242572327 4
"6" 0.448717948717949 -2.60369018577797 4.18965474202643 0.318449747324721 5
"7" 0.67948717948718 -0.884307686021104 3.25809653802148 0.304520060418771 6
"8" 0.115384615384615 -1.72597172869005 4.48863636973214 0.29059037351282 5
"9" 0.192307692307692 -2.23492644452023 4.43081679884331 0.360238808042573 5
"10" 0.269230769230769 -2.53830742651512 4.12713438504509 0.332379434230672 6
"11" 0.307692307692308 -2.39689577246529 3.63758615972639 0.374168494948524 6
"12" 0.269230769230769 -2.52572864430826 3.55534806148941 0.360238808042573 5
"13" 0.846153846153846 -2.1119647333854 2.63905732961526 0.638832546161586 7
"14" 0.512820512820513 -2.88240358824699 3.2188758248682 0.248801312794968 6
"15" 0.269230769230769 -2.64507540194082 3.3322045101752 0.388098181854474 5
"16" 0.269230769230769 -2.61729583783375 4.62497281328427 0.360238808042573 5
"17" 0.705128205128205 -1.99510039324608 3.95124371858143 0.429887242572327 5
"18" 0.102564102564103 -2.70306265959117 3.46573590279973 0.569184111631833 4
"19" 0.346153846153846 -2.3859667019331 4.00733318523247 0.750270041409192 7
"20" 0.371794871794872 -2.3434070875143 3.97029191355212 0.569184111631833 6
"21" 0.67948717948718 -2.60369018577797 2.89037175789616 0.70848098069134 7
"22" 0.282051282051282 -2.56394985712845 4.17438726989564 0.318449747324721 5
"23" 0.628205128205128 -2.81341071676004 4.79579054559674 0.49953567710208 5
"24" 0.294871794871795 -2.52572864430826 4.77912349311153 0.555254424725882 5
"25" 0.230769230769231 -2.65926003693278 3.68887945411394 0.304520060418771 5
"26" 0.384615384615385 -2.52572864430826 4.24849524204936 0.346309121136623 5
"27" 0.769230769230769 -2.26336437984076 3.09104245335832 0.51346536400803 5
"28" 0.153846153846154 -1.72597172869005 3.04452243772342 0.402027868760425 6
"29" 0.384615384615385 -2.48891467118554 4.27666611901606 0.346309121136623 5
"30" 0.179487179487179 -2.55104645229255 2.89037175789616 0.332379434230672 5
"31" 0.294871794871795 -2.97592964625781 4.51085950651685 0.72241066759729 6
"32" 0.512820512820513 -2.70306265959117 2.99573227355399 0.49953567710208 5
"33" 0.115384615384615 -2.7333680090865 3.61091791264422 0.29059037351282 6
"34" 0 -2.74887219562247 3.98898404656427 0.527395050913981 6
"35" 0.256410256410256 -2.61729583783375 4.36944785246702 0.318449747324721 5
"36" 0.0769230769230769 -2.55104645229255 3.89182029811063 0.415957555666376 6
